claim_id,policy_number,claim_amount,age_of_driver,gender,marital_status,annual_income,education_level,occupation,vehicle_age,vehicle_category,accident_site,witness_present,police_report,past_claims,claim_description,fraud_reported
CLM_000350,POL_609231,2164.25,23,F,Widowed,41500.0,Bachelor,Other,3,Large,Parking Lot,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000351,POL_604740,4752.19,51,F,Married,71850.0,High School,Retired,14,Luxury,Parking Lot,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000352,POL_324130,27256.15,35,M,Single,64319.0,PhD,Retired,0,Luxury,Parking Lot,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000353,POL_520521,10791.23,30,F,Divorced,70554.0,PhD,Doctor,6,Sports,Rural,1,0,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000354,POL_161483,2345.12,58,F,Divorced,56405.0,High School,Engineer,11,Mid-size,Parking Lot,1,1,4,Theft of vehicle contents including electronics and personal items,0
CLM_000355,POL_272634,2897.13,40,F,Married,31869.0,High School,Business,9,Large,City,1,0,3,"Minor collision in parking garage, exchanged insurance information",0
CLM_000356,POL_497382,662.62,36,F,Widowed,84188.0,High School,Retired,4,Mid-size,Highway,1,0,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000357,POL_102260,2899.32,62,F,Widowed,44749.0,High School,Engineer,11,Large,Rural,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000358,POL_509386,1933.35,28,M,Widowed,57281.0,Bachelor,Business,17,Luxury,Highway,1,0,2,"Collision with deer on rural highway, front end damage",0
CLM_000359,POL_378085,4837.13,18,M,Widowed,62708.0,Bachelor,Doctor,9,Sports,City,0,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000360,POL_922157,861.91,41,F,Widowed,57148.0,High School,Teacher,5,Mid-size,Parking Lot,1,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000361,POL_923267,6496.51,79,M,Married,68308.0,PhD,Student,11,Luxury,Highway,1,1,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000362,POL_577110,29706.12,71,M,Divorced,71468.0,Bachelor,Student,6,Large,City,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000363,POL_399105,2532.24,24,F,Divorced,45503.0,PhD,Doctor,17,Mid-size,City,1,0,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000364,POL_543555,15881.527530352727,42,M,Married,82509.0,Master,Retired,1,Mid-size,Highway,0,1,5,Exaggerated injury claims with inconsistent medical reports,1
CLM_000365,POL_830429,19103.08800579469,38,F,Widowed,44662.0,PhD,Engineer,9,Luxury,Rural,1,1,5,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000366,POL_865990,1632.99,32,F,Married,56735.0,High School,Teacher,14,Mid-size,Highway,1,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000367,POL_921414,6723.499753497826,18,M,Divorced,42246.0,Master,Other,11,Sports,Rural,1,0,2,Multiple claims filed in short time period with similar circumstances,1
CLM_000368,POL_682765,8277.59009739423,29,F,Single,36531.0,Bachelor,Business,16,Sports,Parking Lot,1,1,1,Claiming pre-existing damage as accident-related repairs,1
CLM_000369,POL_794022,9673.248656205917,75,F,Married,70884.0,Bachelor,Doctor,3,Luxury,Rural,1,0,0,Multiple claims filed in short time period with similar circumstances,1
CLM_000370,POL_853305,934.94,24,F,Widowed,112438.0,Master,Teacher,6,Large,Parking Lot,0,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000371,POL_610311,3092.59,32,F,Divorced,42765.0,PhD,Teacher,8,Luxury,Highway,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000372,POL_262316,15472.324152485617,38,F,Divorced,74306.0,Bachelor,Retired,18,Sports,Parking Lot,1,0,2,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000373,POL_299122,26283.99,36,M,Divorced,43482.0,High School,Business,6,Compact,City,0,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000374,POL_411120,12567.96,77,M,Divorced,49790.0,Master,Teacher,1,Compact,Parking Lot,1,1,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000375,POL_328275,75340.54,46,F,Widowed,85152.0,High School,Retired,5,Mid-size,Rural,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000376,POL_161324,942.92,42,F,Single,28529.0,Master,Engineer,17,Mid-size,Rural,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000377,POL_707314,11031.18,50,M,Divorced,23237.0,Bachelor,Retired,5,Compact,Rural,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000378,POL_871476,3924.57,66,F,Married,48256.0,PhD,Engineer,12,Sports,Parking Lot,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000379,POL_668532,172821.34507092013,49,M,Single,63273.0,Master,Engineer,18,Mid-size,Rural,1,0,5,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000380,POL_163918,886.74,66,F,Divorced,59273.0,Master,Other,1,Luxury,Rural,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000381,POL_884309,2109.07315928195,52,F,Single,57214.0,High School,Other,11,Luxury,City,1,0,1,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000382,POL_428838,1213.07,61,F,Married,50683.0,Bachelor,Teacher,14,Sports,Parking Lot,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000383,POL_159942,315.4975479880492,55,F,Divorced,65731.0,High School,Retired,13,Mid-size,City,0,1,1,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000384,POL_152578,1354.74,43,F,Married,20000.0,Bachelor,Other,5,Luxury,Rural,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000385,POL_712554,954.61,28,F,Widowed,34984.0,High School,Engineer,17,Mid-size,Rural,1,1,4,"Minor collision in parking garage, exchanged insurance information",0
CLM_000386,POL_599948,10606.637390005888,52,F,Divorced,48128.0,Master,Other,4,Mid-size,Rural,1,1,4,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000387,POL_627276,4977.26,25,M,Divorced,64091.0,High School,Business,17,Luxury,Parking Lot,0,1,4,Hail damage to vehicle roof and windows during severe storm,0
CLM_000388,POL_994141,49724.66,63,M,Divorced,79795.0,PhD,Teacher,2,Compact,Highway,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000389,POL_656926,36385.71630191701,31,M,Divorced,32298.0,Bachelor,Retired,2,Luxury,Rural,0,1,7,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000390,POL_265080,1254.69,27,F,Widowed,79142.0,Bachelor,Retired,9,Sports,Rural,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000391,POL_159642,774.62,19,F,Divorced,40949.0,Master,Student,18,Large,Rural,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000392,POL_632496,6234.66,63,F,Single,47402.0,Bachelor,Retired,2,Luxury,Rural,0,0,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000393,POL_184002,411.43,26,F,Divorced,61629.0,PhD,Teacher,11,Mid-size,Parking Lot,1,1,4,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000394,POL_992697,105621.84070100734,20,F,Widowed,45935.0,High School,Business,15,Mid-size,Highway,0,1,3,Multiple injuries reported for single occupant in low-speed accident,1
CLM_000395,POL_294851,17486.08,38,F,Divorced,72202.0,Master,Retired,16,Luxury,Highway,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000396,POL_171849,1474.74,43,F,Single,41908.0,PhD,Student,6,Large,Highway,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000397,POL_723939,228.22,25,M,Widowed,42209.0,Bachelor,Teacher,12,Luxury,Rural,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000398,POL_171262,61280.90457091799,65,F,Widowed,71040.0,Bachelor,Engineer,1,Large,Rural,1,1,3,Claiming pre-existing damage as accident-related repairs,1
CLM_000399,POL_808011,7397.498248755495,19,M,Single,34738.0,PhD,Doctor,3,Large,Highway,0,1,1,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000400,POL_346629,32959.41178136144,23,M,Single,54979.0,High School,Doctor,9,Sports,Highway,1,1,2,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000401,POL_523389,272.7,45,F,Single,20000.0,High School,Engineer,6,Mid-size,Rural,0,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000402,POL_225710,1852.8913327360478,70,F,Single,86393.0,Master,Other,16,Mid-size,Rural,1,1,3,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000403,POL_697347,3004.5,46,M,Single,74131.0,Bachelor,Retired,19,Large,City,0,1,4,"Door ding in parking lot, small dent and paint scratch",0
CLM_000404,POL_358175,3198.61,43,M,Widowed,105002.0,PhD,Doctor,5,Mid-size,City,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000405,POL_707040,1517.62,42,F,Widowed,76767.0,High School,Other,18,Compact,City,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000406,POL_723398,7587.63,29,F,Divorced,27407.0,Master,Doctor,4,Large,Highway,1,1,0,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000407,POL_141672,600.98,22,M,Divorced,63373.0,Bachelor,Engineer,9,Mid-size,Parking Lot,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000408,POL_749468,2407.71,51,F,Married,31640.0,Bachelor,Retired,8,Compact,Rural,1,1,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000409,POL_185965,3570.44,65,F,Divorced,81561.0,Master,Retired,12,Sports,City,0,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000410,POL_539589,6448.86,54,F,Divorced,27977.0,Master,Other,18,Mid-size,Parking Lot,0,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000411,POL_789305,8668.25,32,M,Single,27017.0,High School,Engineer,5,Compact,Rural,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000412,POL_712024,551.72,61,M,Single,20000.0,PhD,Other,3,Luxury,Parking Lot,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000413,POL_692683,836.8845982060091,53,M,Divorced,40232.0,Bachelor,Retired,2,Luxury,Highway,1,1,5,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000414,POL_648177,20262.26,32,F,Married,36210.0,PhD,Retired,2,Compact,Highway,0,1,4,Hail damage to vehicle roof and windows during severe storm,0
CLM_000415,POL_431737,4907.26,60,F,Single,24767.0,Bachelor,Teacher,3,Large,Highway,1,1,2,"Door ding in parking lot, small dent and paint scratch",0
CLM_000416,POL_373432,1739.0689125746228,65,M,Divorced,89796.0,Bachelor,Other,4,Large,City,0,1,3,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000417,POL_314181,47752.87177464741,40,M,Divorced,60598.0,PhD,Teacher,7,Mid-size,Rural,1,1,6,Claiming luxury vehicle repairs for standard model car,1
CLM_000418,POL_802258,3545.77,23,M,Widowed,58245.0,Master,Engineer,15,Luxury,Highway,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000419,POL_850981,17482.33,63,F,Married,81783.0,High School,Business,2,Large,City,0,1,2,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000420,POL_429445,3298.68,67,M,Widowed,55125.0,Bachelor,Doctor,11,Large,City,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000421,POL_350280,65586.29,61,M,Married,35026.0,Master,Teacher,7,Luxury,City,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000422,POL_378517,41481.85,76,F,Single,20000.0,Bachelor,Doctor,12,Sports,City,1,1,0,Hail damage to vehicle roof and windows during severe storm,0
CLM_000423,POL_515011,2051.97,60,F,Married,33899.0,High School,Student,3,Large,Highway,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000424,POL_237235,22277.326131435908,62,F,Divorced,80108.0,Bachelor,Engineer,13,Compact,City,1,1,2,Multiple claims filed in short time period with similar circumstances,1
CLM_000425,POL_804318,7848.39,38,M,Divorced,24893.0,High School,Business,13,Mid-size,Highway,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000426,POL_776856,23224.14,40,F,Married,57063.0,High School,Student,12,Large,Highway,1,0,2,"Collision with deer on rural highway, front end damage",0
CLM_000427,POL_414569,701.07,60,F,Married,70679.0,Bachelor,Student,5,Large,City,1,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000428,POL_579434,8342.16,72,M,Married,55707.0,Bachelor,Retired,16,Sports,Highway,0,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000429,POL_431535,14583.36,33,F,Widowed,57980.0,High School,Student,3,Compact,Rural,0,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000430,POL_888387,213.13,64,M,Married,63112.0,Master,Engineer,7,Mid-size,Rural,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000431,POL_176066,505.28,70,M,Single,57586.0,PhD,Teacher,16,Large,Parking Lot,0,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000432,POL_109767,139.93,77,F,Widowed,82181.0,High School,Engineer,2,Mid-size,Rural,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000433,POL_580547,1990.0,32,F,Widowed,29194.0,Bachelor,Teacher,16,Luxury,Highway,1,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000434,POL_751332,8745.66,42,F,Married,54808.0,Bachelor,Student,8,Large,Highway,1,0,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000435,POL_690341,28382.71,53,F,Single,20000.0,Master,Student,1,Large,Rural,0,1,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000436,POL_204837,6916.519099528902,28,F,Widowed,20000.0,PhD,Business,12,Luxury,City,1,1,6,Exaggerated injury claims with inconsistent medical reports,1
CLM_000437,POL_176819,34300.78,68,F,Divorced,48367.0,High School,Teacher,19,Sports,City,1,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000438,POL_663750,376.1,32,M,Widowed,60868.0,High School,Student,1,Large,Highway,0,0,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000439,POL_323508,423.53632676221457,21,M,Married,82613.0,PhD,Retired,19,Mid-size,City,1,0,4,Expensive medical treatment sought immediately after minor fender bender,1
CLM_000440,POL_630458,2742.65,38,F,Single,98396.0,High School,Doctor,10,Compact,Parking Lot,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000441,POL_378082,5303.37,30,M,Married,76397.0,PhD,Business,14,Mid-size,Parking Lot,1,0,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000442,POL_238890,2838.29,39,F,Divorced,64543.0,Bachelor,Engineer,10,Sports,Rural,1,0,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000443,POL_465962,262.61050390686364,36,M,Divorced,53199.0,PhD,Business,2,Compact,Rural,0,1,3,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000444,POL_172132,7727.202182140484,51,M,Divorced,20000.0,High School,Doctor,2,Mid-size,City,1,1,2,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000445,POL_356150,421.28,31,M,Married,47079.0,PhD,Teacher,11,Mid-size,Highway,1,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000446,POL_487477,20810.02471173017,78,F,Widowed,75808.0,Master,Engineer,4,Luxury,Rural,1,0,2,Claiming pre-existing damage as accident-related repairs,1
CLM_000447,POL_398830,5166.22,21,M,Married,67966.0,Bachelor,Engineer,19,Sports,Parking Lot,1,0,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000448,POL_265409,727.91,65,F,Single,24273.0,Bachelor,Teacher,6,Luxury,Rural,1,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000449,POL_559469,1379.12,70,M,Widowed,62281.0,PhD,Other,6,Compact,Rural,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000450,POL_974244,608.61,69,M,Divorced,60568.0,High School,Other,12,Luxury,Parking Lot,0,0,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000451,POL_669605,2713.46,63,M,Married,56998.0,Master,Business,8,Sports,Highway,0,1,0,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000452,POL_837715,12490.37,44,M,Divorced,49443.0,Bachelor,Student,12,Large,Rural,1,1,3,Hail damage to vehicle roof and windows during severe storm,0
CLM_000453,POL_417212,679.54,46,M,Divorced,63312.0,Bachelor,Other,11,Large,Rural,0,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000454,POL_741390,16306.340435654549,64,F,Single,63946.0,High School,Business,12,Compact,Rural,1,1,4,Inconsistent witness statements and conflicting accident details,1
CLM_000455,POL_946305,1345.62,45,F,Widowed,37171.0,High School,Other,9,Large,City,1,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000456,POL_785743,1490.140466348385,52,M,Single,59100.0,Master,Doctor,0,Luxury,Rural,1,1,3,Claiming luxury vehicle repairs for standard model car,1
CLM_000457,POL_654634,2538.82,25,M,Single,46212.0,PhD,Retired,7,Compact,Parking Lot,1,1,4,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000458,POL_108203,630.89,33,M,Single,20255.0,High School,Student,15,Sports,Highway,0,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000459,POL_800305,1299.23,59,M,Divorced,38768.0,PhD,Business,12,Compact,Highway,0,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000460,POL_956795,494.32,53,F,Single,20000.0,Master,Retired,2,Compact,Parking Lot,1,1,3,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000461,POL_681542,56788.42,47,M,Single,69602.0,PhD,Retired,2,Mid-size,City,1,1,2,"Collision with deer on rural highway, front end damage",0
CLM_000462,POL_413921,3142.88,35,F,Widowed,57118.0,Bachelor,Other,4,Mid-size,Parking Lot,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000463,POL_795613,1043.58,19,M,Widowed,42890.0,PhD,Teacher,10,Compact,Highway,1,0,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000464,POL_208618,10676.152043059823,66,F,Single,78410.0,Master,Doctor,6,Large,Parking Lot,0,1,4,Claiming pre-existing damage as accident-related repairs,1
CLM_000465,POL_240814,2518.72,30,M,Widowed,51360.0,Master,Doctor,9,Mid-size,City,1,0,1,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000466,POL_377312,2139.97,21,M,Widowed,21376.0,Master,Doctor,9,Sports,Highway,1,1,1,"Minor collision in parking garage, exchanged insurance information",0
CLM_000467,POL_221035,7489.45,43,F,Single,41210.0,PhD,Student,19,Luxury,City,0,0,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000468,POL_212235,9285.99,42,M,Divorced,82657.0,Bachelor,Engineer,1,Mid-size,Parking Lot,1,1,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000469,POL_878480,1345.13,47,M,Single,36610.0,High School,Student,2,Compact,Rural,1,0,2,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000470,POL_680097,1256.74,28,M,Widowed,55504.0,Bachelor,Business,7,Large,Parking Lot,1,1,1,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000471,POL_262998,1973.22,24,F,Divorced,64878.0,PhD,Retired,10,Luxury,City,0,1,3,"Door ding in parking lot, small dent and paint scratch",0
CLM_000472,POL_385577,94.36,48,M,Married,61799.0,PhD,Retired,12,Mid-size,Parking Lot,1,1,6,"Minor collision in parking garage, exchanged insurance information",0
CLM_000473,POL_395442,307.11,61,M,Divorced,98989.0,High School,Engineer,6,Large,Rural,0,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000474,POL_734210,23163.0,27,F,Widowed,26474.0,PhD,Business,12,Large,City,0,1,3,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000475,POL_320861,35152.52,56,F,Divorced,28471.0,Master,Engineer,1,Large,Parking Lot,1,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000476,POL_852470,2051.75,30,F,Single,26805.0,Master,Retired,5,Compact,City,1,1,1,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000477,POL_459536,7078.63,48,M,Married,44082.0,Master,Other,8,Sports,City,1,1,2,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000478,POL_313487,12404.934208863917,24,M,Married,71988.0,Master,Student,19,Large,Highway,1,1,0,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000479,POL_820892,302041.96,73,M,Married,29365.0,Master,Doctor,1,Luxury,Highway,0,1,1,Hail damage to vehicle roof and windows during severe storm,0
CLM_000480,POL_765046,15984.3,66,F,Widowed,72267.0,PhD,Retired,17,Mid-size,City,1,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000481,POL_994343,6125.728822859555,59,M,Widowed,50703.0,High School,Teacher,15,Luxury,Parking Lot,0,1,1,Multiple claims filed in short time period with similar circumstances,1
CLM_000482,POL_376807,711.01,78,M,Married,27820.0,High School,Doctor,11,Compact,Parking Lot,0,1,1,"Collision with deer on rural highway, front end damage",0
CLM_000483,POL_629959,267.82,59,F,Divorced,20000.0,Master,Retired,6,Compact,Parking Lot,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000484,POL_612262,4044.83,73,F,Married,20000.0,PhD,Student,6,Luxury,Rural,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000485,POL_363319,958.6,53,F,Divorced,36683.0,Bachelor,Engineer,16,Sports,City,0,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000486,POL_987204,353.05,37,F,Divorced,46617.0,Bachelor,Other,12,Compact,City,1,1,3,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000487,POL_153266,1130.19,21,F,Widowed,76921.0,PhD,Other,10,Compact,Rural,0,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000488,POL_196781,588.56,71,M,Divorced,65982.0,Master,Doctor,5,Luxury,City,0,0,0,Theft of vehicle contents including electronics and personal items,0
CLM_000489,POL_765095,37448.14,24,F,Married,33221.0,High School,Student,13,Compact,City,1,0,3,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000490,POL_544151,11186.46,71,M,Widowed,58173.0,PhD,Other,5,Sports,Rural,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000491,POL_969634,2945.52,18,M,Single,83031.0,Bachelor,Other,5,Sports,Highway,1,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000492,POL_390120,27444.37,61,F,Single,87478.0,Bachelor,Business,1,Sports,City,0,1,4,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000493,POL_146228,3347.78,73,F,Widowed,43712.0,Bachelor,Teacher,19,Mid-size,Rural,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000494,POL_103717,1509.1155630889496,62,F,Married,69166.0,Master,Doctor,14,Sports,Parking Lot,0,1,3,"Suspicious timing of accident report, filed weeks after alleged incident",1
CLM_000495,POL_449759,29280.77,59,M,Single,77799.0,Bachelor,Engineer,16,Sports,Highway,0,1,3,Theft of vehicle contents including electronics and personal items,0
CLM_000496,POL_908577,6689.97,64,F,Single,20000.0,PhD,Other,7,Mid-size,Parking Lot,1,1,0,"Door ding in parking lot, small dent and paint scratch",0
CLM_000497,POL_237174,1342.6346349640414,76,F,Divorced,39752.0,PhD,Business,4,Large,City,1,1,6,Inconsistent witness statements and conflicting accident details,1
CLM_000498,POL_768061,2240.58,30,F,Divorced,94400.0,Bachelor,Student,16,Compact,Highway,0,1,2,"Single vehicle accident due to road conditions, minor injuries",0
CLM_000499,POL_374680,801.57,72,F,Married,43979.0,PhD,Other,19,Sports,Rural,1,1,2,"Minor collision in parking garage, exchanged insurance information",0
CLM_000500,POL_269430,1037.3673515852224,39,F,Widowed,20000.0,Bachelor,Teacher,0,Compact,City,1,1,1,Medical bills submitted from out-of-network providers at inflated rates,1
CLM_000501,POL_877236,11959.32,71,M,Married,47581.0,Bachelor,Engineer,17,Luxury,Rural,1,1,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000502,POL_563298,52267.23,38,M,Widowed,72493.0,High School,Student,14,Compact,Highway,1,1,4,Hail damage to vehicle roof and windows during severe storm,0
CLM_000503,POL_678478,365.82,39,M,Single,50130.0,Master,Student,4,Mid-size,Parking Lot,0,0,1,"Side collision at intersection, driver and passenger minor injuries",0
CLM_000504,POL_839945,6935.82,45,F,Divorced,64307.0,Master,Doctor,6,Compact,City,1,1,0,"Collision with deer on rural highway, front end damage",0
CLM_000505,POL_548462,1123.31,26,F,Married,68764.0,High School,Other,17,Compact,City,1,1,2,"Tree fell on parked car during windstorm, roof damage",0
CLM_000506,POL_688153,1435.56,43,F,Married,42901.0,High School,Doctor,5,Compact,Rural,1,1,1,"Tree fell on parked car during windstorm, roof damage",0
CLM_000507,POL_110139,1225.87,26,M,Widowed,39612.0,Master,Engineer,4,Large,Highway,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000508,POL_217308,815.67,32,F,Widowed,53069.0,Bachelor,Other,18,Large,Rural,1,1,3,"Tree fell on parked car during windstorm, roof damage",0
CLM_000509,POL_178898,3206.01,27,F,Married,53556.0,Bachelor,Retired,9,Luxury,Highway,1,1,0,Hail damage to vehicle roof and windows during severe storm,0
CLM_000510,POL_824586,857.12,41,F,Widowed,51082.0,Master,Other,14,Mid-size,City,1,0,4,"Vandalism to parked vehicle, broken windows and scratched paint",0
CLM_000511,POL_256294,4472.42,75,M,Married,51903.0,Bachelor,Retired,9,Compact,Highway,1,1,0,"Minor collision in parking garage, exchanged insurance information",0
CLM_000512,POL_672092,2764.58,74,F,Married,35029.0,High School,Student,15,Compact,City,0,1,2,Theft of vehicle contents including electronics and personal items,0
CLM_000513,POL_137778,2083.03,78,M,Married,65006.0,Bachelor,Doctor,11,Compact,Highway,1,0,2,"Collision with deer on rural highway, front end damage",0
CLM_000514,POL_975136,764.07,59,F,Single,61985.0,Bachelor,Teacher,17,Compact,Parking Lot,0,1,0,Theft of vehicle contents including electronics and personal items,0
CLM_000515,POL_487151,1254.94,25,M,Widowed,23280.0,PhD,Other,0,Large,Highway,1,1,4,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000516,POL_710805,9256.55,41,M,Divorced,42217.0,PhD,Teacher,15,Luxury,Parking Lot,1,1,0,"Rear-ended at traffic light, moderate damage to bumper and trunk",0
CLM_000517,POL_679364,15831.958158633852,33,M,Divorced,51862.0,PhD,Other,5,Sports,Highway,1,0,1,"Vehicle completely destroyed in minor collision, claiming total loss",1
CLM_000518,POL_255287,687.92,66,F,Widowed,39314.0,Bachelor,Student,2,Mid-size,Highway,1,1,2,Hail damage to vehicle roof and windows during severe storm,0
CLM_000519,POL_550664,3459.91,43,F,Married,62747.0,Master,Doctor,1,Compact,Rural,0,1,0,"Tree fell on parked car during windstorm, roof damage",0
CLM_000520,POL_233636,9201.12,44,M,Divorced,48662.0,High School,Engineer,1,Luxury,Rural,0,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000521,POL_143860,243.69,54,M,Divorced,53381.0,Bachelor,Engineer,12,Sports,City,1,1,1,Theft of vehicle contents including electronics and personal items,0
CLM_000522,POL_423232,6734.78,21,F,Widowed,41986.0,Master,Engineer,8,Luxury,Rural,0,1,1,"Door ding in parking lot, small dent and paint scratch",0
CLM_000523,POL_482364,1103.3,67,F,Divorced,20000.0,Bachelor,Other,15,Large,Highway,1,1,2,Hail damage to vehicle roof and windows during severe storm,0
